,borouch,building category,zipCode,residental units,gross square,taxClass,sale price
4546,3,1,11209,2,3300,1,1297500
4547,3,1,11209,2,2048,1,1050000
4548,3,1,11209,2,2480,1,1200000
4549,3,1,11209,2,2001,1,970000
4550,3,1,11209,2,2200,1,1200000
4551,3,1,11209,2,1750,1,1375000
4552,3,1,11209,2,3300,1,1775000
4553,3,1,11209,2,1928,1,1099000
4554,3,1,11209,2,1080,1,848000
4555,3,1,11209,2,2280,1,1044000
4556,3,1,11209,2,2124,1,1075000
4557,3,1,11209,2,2080,1,981000
4558,3,1,11228,2,2904,1,880000
4559,3,1,11209,2,2072,1,985000
4560,3,1,11220,3,2920,1,999000
4561,3,1,11220,3,2776,1,1500000
4562,3,1,11209,3,3000,1,1395000
4563,3,1,11209,3,4361,1,2150000
4564,3,1,11209,3,3300,1,1110000
4565,3,1,11209,3,3560,1,2000000
4566,3,1,11209,3,3396,1,1437500
4567,3,1,11209,3,3025,1,1640000
4568,3,1,11209,3,2752,1,1560000
4569,3,1,11209,3,3040,1,1250000
4570,3,1,11209,3,3400,1,1825000
4571,3,5,11220,18,12160,2,3410000
4572,3,5,11220,6,4440,2,1148000
4573,3,5,11220,6,4440,2,1200000
4574,3,5,11220,20,12001,2,5300000
4575,3,5,11220,31,18400,2,6100000
4576,3,5,11220,4,2720,2,990000
4577,3,5,11220,8,7505,2,1730000
4578,3,5,11220,14,14600,2,3400000
4579,3,5,11220,6,5100,2,800000
4580,3,5,11220,4,3198,2,1200000
4581,3,5,11220,4,3120,2,1346400
4582,3,5,11220,6,4440,2,1350000
4583,3,5,11209,7,7200,2,2600000
4584,3,5,11209,6,6225,2,3385000
4585,3,5,11209,23,17280,2,4600000
4586,3,5,11209,10,7740,2,1845000
4587,3,5,11209,6,5760,2,1750000
4588,3,5,11209,6,5475,2,1285000
4589,3,5,11209,6,5475,2,1421175
4590,3,5,11209,6,5475,2,1350000
4591,3,5,11209,6,5475,2,1675000
4592,3,5,11209,6,5475,2,1400000
4593,3,5,11209,6,5160,2,400000
4594,3,5,11209,6,4800,2,1300000
4595,3,5,11220,4,4500,2,1300000
4596,3,5,11209,4,4950,2,900500
4597,3,5,11220,3,3300,2,100000
4598,3,5,11209,2,4500,2,2600000
4599,3,5,11209,5,4540,2,516667
4600,3,5,11209,4,3480,2,1750000
4601,3,5,11209,4,3940,2,1033334
4602,3,5,11209,5,4200,2,1799000
4603,3,5,11209,4,4081,2,1016667
4604,3,7,11209,0,9223,4,15000000
4605,3,7,11220,1,2200,4,870000
4606,3,7,11209,0,5160,4,2800000
4607,3,7,11209,0,3420,4,4000000
4608,3,7,11209,0,2950,4,2500000
4609,3,7,11220,0,2212,4,1338000
4610,3,7,11220,0,2592,4,4000000
4611,3,7,11209,0,1293,4,1338000
4612,3,1,11221,1,1400,1,730000
4613,3,1,11221,1,1863,1,1513687
4614,3,1,11221,1,2001,1,890000
4615,3,1,11221,1,1634,1,930000
4616,3,1,11221,1,1377,1,815000
4617,3,1,11221,1,1368,1,550000
4618,3,1,11221,1,1368,1,310000
4619,3,1,11221,1,1377,1,720000
4620,3,1,11233,1,2118,1,1560000
4621,3,1,11233,1,1076,1,399000
4622,3,1,11233,1,4115,1,2450000
4623,3,1,11233,1,1240,1,560000
4624,3,1,11233,1,1240,1,1083500
4625,3,1,11233,1,1244,1,690000
4626,3,1,11233,1,1549,1,635000
4627,3,1,11233,1,1920,1,1100000
4628,3,1,11233,1,540,1,700000
4629,3,1,11233,1,625,1,505000
4630,3,1,11213,1,1452,1,747000
4631,3,1,11213,1,1452,1,310000
4632,3,1,11213,1,1452,1,900000
4633,3,1,11213,1,1452,1,445000
4634,3,1,11233,1,1040,1,675000
4635,3,1,11206,1,1584,1,710000
4636,3,1,11206,1,1458,1,645000
4637,3,1,11206,1,3300,1,1330000
4638,3,1,11206,1,1320,1,1295000
4639,3,1,11221,1,1700,1,900000
4640,3,1,11221,1,1395,1,525000
4641,3,1,11221,1,1395,1,152000
4642,3,1,11216,1,2160,1,995500
4643,3,1,11216,1,2280,1,875000
4644,3,1,11216,1,2520,1,1900000
4645,3,1,11221,1,2160,1,1575000
4646,3,1,11221,1,2400,1,995000
4647,3,1,11221,1,2001,1,750000
4648,3,1,11216,1,1314,1,1225000
4649,3,1,11216,1,3000,1,2100000
4650,3,1,11216,1,2400,1,381000
4651,3,1,11216,1,1920,1,975000
4652,3,1,11216,1,2520,1,1360000
4653,3,1,11216,1,2400,1,1000000
4654,3,1,11216,1,2025,1,500000
4655,3,1,11216,1,3632,1,1850000
4656,3,1,11206,2,2400,1,770000
4657,3,1,11206,2,2400,1,940000
4658,3,1,11206,2,2322,1,999000
4659,3,1,11206,2,1880,1,900000
4660,3,1,11221,2,2160,1,1700000
4661,3,1,11221,2,2160,1,1350000
4662,3,1,11221,2,2220,1,747000
4663,3,1,11221,2,1784,1,1315000
4664,3,1,11221,2,1920,1,755000
4665,3,1,11221,2,1953,1,865000
4666,3,1,11221,2,3376,1,999990
4667,3,1,11221,2,1902,1,1320000
4668,3,1,11221,2,2700,1,1635000
4669,3,1,11221,2,3240,1,1870000
4670,3,1,11221,2,3240,1,980000
4671,3,1,11221,2,3714,1,1600000
4672,3,1,11221,2,2001,1,850000
4673,3,1,11221,2,2001,1,825000
4674,3,1,11221,2,2364,1,1360000
4675,3,1,11221,2,2016,1,850000
4676,3,1,11221,2,2331,1,1050000
4677,3,1,11221,2,2400,1,800000
4678,3,1,11221,2,1260,1,1300000
4679,3,1,11221,2,2160,1,250000
4680,3,1,11221,2,2160,1,1390000
4681,3,1,11221,2,2400,1,590000
4682,3,1,11221,2,2160,1,850000
4683,3,1,11221,2,2200,1,960000
4684,3,1,11221,2,4160,1,1425000
4685,3,1,11221,2,2893,1,1500000
4686,3,1,11221,2,2001,1,1315000
4687,3,1,11221,2,3000,1,870000
4688,3,1,11221,2,2800,1,1589000
4689,3,1,11221,2,2520,1,1400000
4690,3,1,11221,2,1575,1,1299000
4691,3,1,11221,2,2400,1,1300000
4692,3,1,11221,2,2400,1,1350000
4693,3,1,11221,2,2142,1,1349000
4694,3,1,11221,2,2268,1,815000
4695,3,1,11221,2,2280,1,1123600
4696,3,1,11221,2,2268,1,1400000
4697,3,1,11221,2,2394,1,870000
4698,3,1,11221,2,2394,1,1285000
4699,3,1,11221,2,2250,1,970000
4700,3,1,11221,2,2283,1,1350000
4701,3,1,11221,2,1920,1,1152500
4702,3,1,11221,2,1750,1,885000
4703,3,1,11221,2,1250,1,750000
4704,3,1,11221,2,2362,1,1370000
4705,3,1,11221,2,3000,1,1210000
4706,3,1,11221,2,3000,1,1425000
4707,3,1,11221,2,1995,1,889000
4708,3,1,11221,2,1980,1,485000
4709,3,1,11221,2,1710,1,975000
4710,3,1,11221,2,1710,1,960000
4711,3,1,11221,2,2457,1,1320000
4712,3,1,11221,2,2001,1,1425000
4713,3,1,11221,2,3240,1,1425000
4714,3,1,11221,2,2400,1,730000
4715,3,1,11221,2,3648,1,1575000
4716,3,1,11221,2,2400,1,1900000
4717,3,1,11221,2,2400,1,900000
4718,3,1,11221,2,2478,1,1125000
4719,3,1,11221,2,1320,1,1150000
4720,3,1,11221,2,1944,1,600000
4721,3,1,11221,2,3360,1,1280000
4722,3,1,11221,2,2428,1,1217000
4723,3,1,11221,2,3800,1,488500
4724,3,1,11221,2,4152,1,2510000
4725,3,1,11221,2,1878,1,1360000
4726,3,1,11221,2,2558,1,1800000
4727,3,1,11221,2,2558,1,1250000
4728,3,1,11221,2,2693,1,520000
4729,3,1,11221,2,2825,1,1185000
4730,3,1,11221,2,2693,1,980000
4731,3,1,11221,2,2832,1,1450000
4732,3,1,11221,2,3252,1,1300000
4733,3,1,11221,2,3272,1,1030000
4734,3,1,11233,2,2400,1,1360000
4735,3,1,11233,2,3240,1,1200500
4736,3,1,11233,2,2160,1,1300000
4737,3,1,11221,2,1800,1,1200000
4738,3,1,11221,2,2256,1,1765000
4739,3,1,11221,2,2400,1,1600000
4740,3,1,11233,2,2835,1,1075000
4741,3,1,11233,2,2940,1,1375000
4742,3,1,11233,2,3060,1,1550000
4743,3,1,11233,2,1695,1,586967
4744,3,1,11233,2,2256,1,830000
4745,3,1,11233,2,2280,1,1750000
4746,3,1,11233,2,2451,1,950000
4747,3,1,11233,2,3024,1,1650000
4748,3,1,11233,2,2185,1,1400000
4749,3,1,11233,2,2576,1,1300000
4750,3,1,11233,2,3130,1,1575000
4751,3,1,11233,2,2490,1,1400000
4752,3,1,11233,2,2340,1,1500000
4753,3,1,11233,2,3600,1,2315000
4754,3,1,11233,2,2364,1,1200000
4755,3,1,11233,2,2025,1,1316500
4756,3,1,11233,2,2520,1,1125000
4757,3,1,11233,2,2940,1,1280000
4758,3,1,11233,2,2340,1,1400000
4759,3,1,11233,2,2340,1,1015000
4760,3,1,11233,2,2916,1,1280000
4761,3,1,11233,2,2796,1,533333
4762,3,1,11233,2,2928,1,1200000
4763,3,1,11233,2,2416,1,995000
4764,3,1,11233,2,2358,1,1220000
4765,3,1,11233,2,2358,1,800000
4766,3,1,11233,2,2436,1,850000
4767,3,1,11233,2,2524,1,1135000
4768,3,1,11233,2,2100,1,1325000
4769,3,1,11233,2,2664,1,1770000
4770,3,1,11233,2,2680,1,431000
4771,3,1,11233,2,3080,1,1230000
4772,3,1,11233,2,2280,1,1350000
4773,3,1,11233,2,2480,1,1560000
4774,3,1,11233,2,2360,1,1488000
4775,3,1,11233,2,2121,1,500000
4776,3,1,11233,2,1530,1,730000
4777,3,1,11233,2,2048,1,1230000
4778,3,1,11233,2,3570,1,1050000
4779,3,1,11233,2,3636,1,1425000
4780,3,1,11233,2,1548,1,905000
4781,3,1,11233,2,1585,1,800000
4782,3,1,11213,2,2800,1,900000
4783,3,1,11233,2,1600,1,640000
4784,3,1,11233,2,3316,1,1225000
4785,3,1,11213,2,2540,1,323000
4786,3,1,11233,2,1890,1,1185000
4787,3,1,11233,2,1944,1,745000
4788,3,1,11233,2,1944,1,460000
4789,3,1,11233,2,1673,1,570000
4790,3,1,11233,2,1784,1,600000
4791,3,1,11233,2,1680,1,861500
4792,3,1,11233,2,3420,1,669722
4793,3,1,11233,2,1854,1,615000
4794,3,1,11233,2,1168,1,475000
4795,3,1,11206,2,1393,1,1050000
4796,3,1,11206,2,1944,1,1100000
4797,3,1,11206,2,1944,1,1100000
4798,3,1,11206,2,1944,1,999000
4799,3,1,11206,2,2010,1,1110000
4800,3,1,11206,2,3025,1,920000
4801,3,1,11206,2,2700,1,1050000
4802,3,1,11206,2,2532,1,1200000
4803,3,1,11206,2,2532,1,1400000
4804,3,1,11206,2,2139,1,999000
4805,3,1,11206,2,3420,1,900500
4806,3,1,11205,2,1752,1,750000
4807,3,1,11205,2,2380,1,990000
4808,3,1,11205,2,2200,1,2300000
4809,3,1,11206,2,2079,1,400000
4810,3,1,11206,2,1992,1,740000
4811,3,1,11206,2,2139,1,900000
4812,3,1,11206,2,2139,1,1060000
4813,3,1,11206,2,2040,1,1263000
4814,3,1,11206,2,2268,1,980000
4815,3,1,11206,2,2100,1,750000
4816,3,1,11206,2,3000,1,1200000
4817,3,1,11206,2,2364,1,455523
4818,3,1,11206,2,2364,1,461491
4819,3,1,11206,2,2400,1,1250000
4820,3,1,11216,2,1875,1,726000
4821,3,1,11221,2,1968,1,1750000
4822,3,1,11205,2,1936,1,880000
4823,3,1,11205,2,1936,1,300000
4824,3,1,11205,2,2880,1,2080000
4825,3,1,11205,2,3168,1,1175000
4826,3,1,11216,2,2139,1,1326600
4827,3,1,11221,2,1900,1,900000
4828,3,1,11205,2,1680,1,1640000
4829,3,1,11216,2,2692,1,1350000
4830,3,1,11216,2,2640,1,2150000
4831,3,1,11216,2,3150,1,1525000
4832,3,1,11216,2,2700,1,218500
4833,3,1,11216,2,2700,1,100000
4834,3,1,11216,2,3600,1,2400000
4835,3,1,11216,2,2100,1,1680000
4836,3,1,11221,2,2400,1,995000
4837,3,1,11216,2,3600,1,1400000
4838,3,1,11216,2,2100,1,1325000
4839,3,1,11216,2,2100,1,495000
4840,3,1,11216,2,2652,1,1250000
4841,3,1,11221,2,2268,1,925000
4842,3,1,11221,2,2268,1,849750
4843,3,1,11216,2,2400,1,1850000
4844,3,1,11216,2,2816,1,1875000
4845,3,1,11216,2,2250,1,1700000
4846,3,1,11216,2,2160,1,851768
4847,3,1,11216,2,2001,1,1360000
4848,3,1,11216,2,2400,1,1660000
4849,3,1,11216,2,1824,1,750000
4850,3,1,11221,2,2025,1,1165000
4851,3,1,11221,2,2022,1,385000
4852,3,1,11221,2,1840,1,235513
4853,3,1,11216,2,2888,1,690000
4854,3,1,11216,2,2160,1,1550000
4855,3,1,11216,2,1800,1,1780000
4856,3,1,11216,2,2280,1,500000
4857,3,1,11221,2,2475,1,1350000
4858,3,1,11216,2,3756,1,2499000
4859,3,1,11216,2,1364,1,685000
4860,3,1,11216,2,2880,1,2350000
4861,3,1,11216,2,2800,1,853818
4862,3,1,11216,2,3200,1,999999
4863,3,1,11216,2,3300,1,1090000
4864,3,1,11216,2,3300,1,500000
4865,3,1,11216,2,2400,1,1120000
4866,3,1,11216,2,2001,1,950000
4867,3,1,11216,2,2478,1,1795000
4868,3,1,11216,2,1508,1,250000
4869,3,1,11216,2,2520,1,1135000
4870,3,1,11216,2,2220,1,450000
4871,3,1,11216,2,3168,1,2050000
4872,3,1,11216,2,3542,1,2400000
4873,3,1,11216,2,2400,1,1865000
4874,3,1,11216,2,3200,1,1100000
4875,3,1,11216,2,2001,1,1750000
4876,3,1,11216,2,2324,1,1550000
4877,3,1,11216,2,2400,1,1650000
4878,3,1,11216,2,2480,1,2175000
4879,3,1,11216,2,3200,1,850000
4880,3,1,11216,2,2700,1,1980000
4881,3,1,11216,2,1689,1,801899
4882,3,1,11221,2,2665,1,875000
4883,3,1,11216,2,2100,1,1700000
4884,3,1,11216,2,2400,1,790000
4885,3,1,11216,2,2400,1,1100000
4886,3,1,11216,2,2552,1,1300000
4887,3,1,11216,2,2520,1,1500000
4888,3,1,11216,2,3600,1,1477000
4889,3,1,11216,2,3152,1,1800000
4890,3,1,11221,2,3334,1,2395000
4891,3,1,11221,2,3000,1,998000
4892,3,1,11216,2,3360,1,1500000
4893,3,1,11216,2,3600,1,2150000
4894,3,1,11216,2,3600,1,1800000
4895,3,1,11216,2,3600,1,2550000
4896,3,1,11221,2,3240,1,925000
4897,3,1,11216,2,3000,1,925000
4898,3,1,11216,2,3778,1,2495000
4899,3,1,11216,2,2669,1,1400000
4900,3,1,11216,2,2800,1,3300000
4901,3,1,11216,2,3864,1,1500000
4902,3,1,11216,2,3864,1,2525000
4903,3,1,11216,2,3360,1,2190000
4904,3,1,11216,2,1980,1,1070000
4905,3,1,11216,2,2174,1,1100000
4906,3,1,11216,2,2700,1,1940000
4907,3,1,11216,2,3250,1,1100000
4908,3,1,11216,2,2800,1,2520000
4909,3,1,11216,2,2268,1,1725000
4910,3,1,11213,2,2205,1,1531600
4911,3,1,11205,2,1260,1,270000
4912,3,1,11205,2,3000,1,164000
4913,3,1,11205,2,1384,1,500000
4914,3,1,11205,2,2700,1,3900000
4915,3,1,11205,2,2132,1,1030000
4916,3,1,11205,2,1680,1,1190000
4917,3,1,11205,2,2847,1,1425000
4918,3,1,11238,2,2430,1,1588000
4919,3,1,11238,2,2430,1,1425000
4920,3,1,11238,2,5944,1,2068706
4921,3,1,11238,2,3260,1,2135000
4922,3,1,11238,2,1800,1,1250000
4923,3,1,11238,2,2568,1,2350000
4924,3,1,11238,2,1920,1,2700000
4925,3,1,11238,2,3680,1,2470000
4926,3,1,11238,2,3120,1,1305000
4927,3,1,11216,2,2444,1,2050000
4928,3,1,11206,3,2430,1,1200000
4929,3,1,11206,3,3850,1,1325000
4930,3,1,11221,3,2400,1,755000
4931,3,1,11221,3,3376,1,1112500
4932,3,1,11221,3,3332,1,1125000
4933,3,1,11221,3,3540,1,1275000
4934,3,1,11221,3,2924,1,1775000
4935,3,1,11221,3,2295,1,975000
4936,3,1,11221,3,3360,1,600000
4937,3,1,11221,3,3804,1,1300000
4938,3,1,11221,3,3600,1,1700000
4939,3,1,11221,3,3300,1,450000
4940,3,1,11221,3,3300,1,1185000
4941,3,1,11221,3,5280,1,1485000
4942,3,1,11221,3,3588,1,1230000
4943,3,1,11221,3,2700,1,1050000
4944,3,1,11221,3,2859,1,1508000
4945,3,1,11221,3,3276,1,1315000
4946,3,1,11221,3,2229,1,1695000
4947,3,1,11221,3,2139,1,1460000
4948,3,1,11221,3,2700,1,450000
4949,3,1,11221,3,3600,1,2500000
4950,3,1,11221,3,3620,1,1210000
4951,3,1,11221,3,3480,1,1699000
4952,3,1,11221,3,2988,1,685000
4953,3,1,11221,3,3316,1,670000
4954,3,1,11221,3,3168,1,995000
4955,3,1,11233,3,3312,1,1385000
4956,3,1,11233,3,2364,1,638000
4957,3,1,11233,3,2466,1,750000
4958,3,1,11233,3,2576,1,1800000
4959,3,1,11233,3,3130,1,2219000
4960,3,1,11233,3,3200,1,1420000
4961,3,1,11233,3,3949,1,1836125
4962,3,1,11233,3,3362,1,1275000
4963,3,1,11233,3,3276,1,1150000
4964,3,1,11233,3,2565,1,1150000
4965,3,1,11233,3,2571,1,1485000
4966,3,1,11233,3,2571,1,950000
4967,3,1,11233,3,3450,1,1200000
4968,3,1,11233,3,3300,1,1200000
4969,3,1,11233,3,2952,1,1780000
4970,3,1,11206,3,3040,1,1560000
4971,3,1,11206,3,2880,1,1650000
4972,3,1,11206,3,2835,1,1300000
4973,3,1,11205,3,2880,1,1050000
4974,3,1,11206,3,3600,1,1725000
4975,3,1,11206,3,3000,1,1070000
4976,3,1,11206,3,3000,1,150000
4977,3,1,11206,3,1800,1,940000
4978,3,1,11206,3,3040,1,472500
4979,3,1,11206,3,3300,1,995000
4980,3,1,11206,3,3360,1,1100000
4981,3,1,11206,3,3420,1,1250000
4982,3,1,11206,3,3520,1,1400000
4983,3,1,11206,3,2703,1,990000
4984,3,1,11205,3,2160,1,1700000
4985,3,1,11205,3,3168,1,999999
4986,3,1,11221,3,3700,1,1355000
4987,3,1,11221,3,3360,1,2100000
4988,3,1,11216,3,3360,1,1750000
4989,3,1,11216,3,2394,1,1480000
4990,3,1,11221,3,2400,1,1567500
4991,3,1,11216,3,3114,1,1265000
4992,3,1,11216,3,3332,1,1225000
4993,3,1,11216,3,3004,1,1575000
4994,3,1,11216,3,2160,1,2275000
4995,3,1,11216,3,2100,1,1260000
4996,3,1,11216,3,2475,1,1250000
4997,3,1,11216,3,2856,1,915000
4998,3,1,11221,3,3300,1,210000
4999,3,1,11216,3,2160,1,1125000
5000,3,1,11221,3,2520,1,1045000
5001,3,1,11216,3,3256,1,1050000
5002,3,1,11216,3,3300,1,575000
5003,3,1,11216,3,3200,1,2300000
5004,3,1,11216,3,3360,1,1555000
5005,3,1,11216,3,3040,1,1265000
5006,3,1,11221,3,3420,1,1380000
5007,3,1,11221,3,3060,1,1849000
5008,3,1,11216,3,3448,1,511000
5009,3,1,11216,3,1920,1,975000
5010,3,1,11221,3,3440,1,1100000
5011,3,1,11221,3,3800,1,1650000
5012,3,1,11216,3,2700,1,2186250
5013,3,1,11216,3,4400,1,1460000
5014,3,1,11221,3,3800,1,1580000
5015,3,1,11221,3,2248,1,1900000
5016,3,1,11221,3,3000,1,1700000
5017,3,1,11216,3,3060,1,1750000
5018,3,1,11216,3,3240,1,2145000
5019,3,1,11216,3,4036,1,1300000
5020,3,1,11216,3,3500,1,500000
5021,3,1,11216,3,3500,1,835000
5022,3,1,11216,3,3600,1,2300000
5023,3,1,11216,3,3600,1,1250000
5024,3,1,11216,3,3600,1,1800000
5025,3,1,11216,3,2960,1,1250000
5026,3,1,11216,3,3444,1,1700000
5027,3,1,11216,3,3444,1,1210000
5028,3,1,11216,3,3152,1,1300000
5029,3,1,11216,3,3360,1,1651000
5030,3,1,11216,3,3520,1,1635000
5031,3,1,11216,3,2268,1,1250000
5032,3,1,11216,3,2268,1,1625000
5033,3,1,11213,3,2892,1,1160000
5034,3,1,11205,3,2752,1,950000
5035,3,1,11205,3,2652,1,1600000
5036,3,1,11205,3,3124,1,995000
5037,3,1,11205,3,3362,1,1950000
5038,3,1,11238,3,2496,1,1425000
5039,3,1,11238,3,4882,1,990000
5040,3,1,11238,3,2700,1,1800000
5041,3,1,11238,3,3200,1,2000000
5042,3,1,11216,3,3600,1,367732
5043,3,1,11238,3,3780,1,2200000
5044,3,1,11238,3,2916,1,1870000
5045,3,1,11238,3,3540,1,2000000
5046,3,1,11238,3,1868,1,1100000
5047,3,1,11238,3,1868,1,940000
5048,3,1,11238,3,3360,1,2800000
5049,3,1,11216,3,2490,1,1150000
5050,3,1,11238,3,2640,1,2550000
5051,3,1,11238,3,3424,1,815848
5052,3,3,11221,2,3100,1,1500000
5053,3,5,11221,64,36000,2,4830000
5054,3,5,11221,4,2856,2,1525000
5055,3,5,11221,7,6500,2,380255
5056,3,5,11221,4,3069,2,1400000
5057,3,5,11221,6,2322,2,350000
5058,3,5,11221,4,2100,2,140000
5059,3,5,11221,6,2100,2,1050000
5060,3,5,11221,4,2306,2,997899
5061,3,5,11221,5,3840,2,1550000
5062,3,5,11221,4,2880,2,1300000
5063,3,5,11221,4,3572,2,1500000
5064,3,5,11221,7,1383,2,650000
5065,3,5,11221,6,5607,2,4900000
5066,3,5,11221,8,9036,2,2900000
5067,3,5,11221,4,2668,2,1100000
5068,3,5,11221,4,5600,2,2142858
5069,3,5,11221,8,10224,2,4457142
5070,3,5,11221,4,5750,2,2025000
5071,3,5,11221,4,2655,2,550000
5072,3,5,11221,4,2565,2,1000000
5073,3,5,11221,4,2646,2,1540000
5074,3,5,11233,8,14900,2,3811925
5075,3,5,11233,5,4875,2,1800000
5076,3,5,11233,8,5649,2,3385000
5077,3,5,11233,16,14240,2,4200000
5078,3,5,11233,5,2363,2,1800000
5079,3,5,11233,6,6240,2,2300000
5080,3,5,11233,4,2394,2,1175000
5081,3,5,11233,7,8614,2,300000
5082,3,5,11233,4,2565,2,2050000
5083,3,5,11233,4,2530,2,1660000
5084,3,5,11233,4,2530,2,997885
5085,3,5,11233,4,3480,2,2300000
5086,3,5,11233,4,3600,2,1600000
5087,3,5,11233,4,3300,2,1900000
5088,3,5,11233,6,5250,2,1270000
5089,3,5,11233,9,9240,2,2750000
5090,3,5,11233,8,6900,2,10200000
5091,3,5,11233,6,9525,2,1950000
5092,3,5,11206,6,3750,2,1900000
5093,3,5,11206,8,8130,2,2185000
5094,3,5,11206,4,1575,2,425000
5095,3,5,11206,8,8944,2,5500000
5096,3,5,11206,4,3360,2,1800000
5097,3,5,11206,16,18800,2,5100000
5098,3,5,11206,7,2340,2,1500000
5099,3,5,11206,6,6030,2,200000
5100,3,5,11206,4,2400,2,1855000
5101,3,5,11206,6,6000,2,1898148
5102,3,5,11221,13,14295,2,7500000
5103,3,5,11216,20,17600,2,7465000
5104,3,5,11216,4,2700,2,1732000
5105,3,5,11216,4,2520,2,1350000
5106,3,5,11216,14,11520,2,3500000
5107,3,5,11216,4,2700,2,750000
5108,3,5,11221,4,3600,2,1300000
5109,3,5,11216,5,2280,2,1442350
5110,3,5,11221,4,2700,2,1390000
5111,3,5,11216,6,6075,2,2050000
5112,3,5,11216,6,6075,2,730000
5113,3,5,11216,8,9486,2,2120000
5114,3,5,11216,16,10400,2,3400000
5115,3,5,11216,16,10400,2,3500000
5116,3,5,11216,4,2672,2,1700000
5117,3,5,11216,8,4000,2,2000000
5118,3,5,11216,6,3150,2,1462500
5119,3,5,11221,6,6808,2,2500000
5120,3,5,11216,4,3850,2,1850000
5121,3,5,11216,4,5000,2,1725000
5122,3,5,11216,4,3661,2,1800000
5123,3,5,11216,6,3071,2,185203
5124,3,5,11216,16,16615,2,15000000
5125,3,5,11216,14,8982,2,2100000
5126,3,5,11216,8,7821,2,2800000
5127,3,5,11216,16,12825,2,7900000
5128,3,5,11216,8,6400,2,3400000
5129,3,5,11216,7,6521,2,3160000
5130,3,5,11216,10,8910,2,4740000
5131,3,5,11205,6,4350,2,2675000
5132,3,5,11205,6,5625,2,197500
5133,3,5,11205,10,5625,2,2900000
5134,3,5,11205,12,2788,2,1300000
5135,3,5,11205,12,2788,2,1100000
5136,3,5,11205,4,2430,2,1335000
5137,3,5,11238,4,1600,2,1300000
5138,3,5,11216,4,2400,2,1600000
5139,3,5,11216,8,4426,2,1700000
5140,3,5,11216,4,4340,2,2825000
5141,3,5,11206,36,36216,2,3781557
5142,3,5,11216,44,40723,2,8750000
5143,3,5,11238,13,35714,2,14200000
5144,3,5,11221,4,3900,2,2045000
5145,3,5,11221,3,2001,2,720000
5146,3,5,11221,3,4720,2,2675000
5147,3,5,11221,4,3800,2,1650000
5148,3,5,11221,4,4800,2,2100000
5149,3,5,11221,3,4320,2,1835000
5150,3,5,11213,3,3360,2,1100000
5151,3,5,11206,5,5750,2,1920000
5152,3,5,11206,4,2625,2,1237000
5153,3,5,11221,4,4800,2,1650000
5154,3,5,11216,3,4212,2,1475000
5155,3,5,11221,2,4830,2,1400000
5156,3,5,11221,3,5040,2,1200000
5157,3,5,11216,3,4800,2,2500000
5158,3,5,11216,3,5255,2,1925000
5159,3,5,11216,4,2160,2,1250000
5160,3,5,11205,3,4948,2,810000
5161,3,5,11238,2,3600,2,1900000
5162,3,5,11238,6,6000,2,2720000
5163,3,5,11216,3,3920,2,1931719
5164,3,7,11221,0,4000,4,3250000
5165,3,7,11206,0,1033,4,622500
5166,3,7,11221,2,4300,4,1100000
5167,3,7,11216,0,1050,4,905000
5168,3,7,11205,0,3450,4,1325000
5169,3,7,11206,0,5000,4,1200000
5170,3,7,11238,0,1700,4,750000
5171,3,7,11205,0,10500,4,5800000
5172,3,7,11221,0,2500,4,1175000
5173,3,7,11205,0,420,4,11375000
5174,3,7,11205,0,10000,4,6500000
5175,3,7,11221,0,3800,4,1695000
5176,3,7,11205,0,1952,4,6000000
5177,3,7,11205,0,8200,4,12000000
5178,3,7,11206,0,7400,4,4500000
5179,3,7,11205,0,1783,4,487500
5180,3,7,11205,0,25244,4,9300000
5181,3,7,11205,0,20000,4,4300000
5182,3,9,11221,0,10800,4,2500000
5183,3,9,11221,0,2344,4,550000
5184,3,9,11205,0,3750,4,1350000
5185,3,8,11238,44,43520,4,9936761
5186,3,1,11204,1,1600,1,850000
5187,3,1,11204,1,1518,1,868000
5188,3,1,11204,1,1580,1,1050000
5189,3,1,11204,1,1672,1,1200000
5190,3,1,11204,1,1760,1,3000000
5191,3,1,11204,1,2352,1,3950000
5192,3,1,11204,1,1554,1,939000
5193,3,1,11204,1,1392,1,1190000
5194,3,1,11204,1,600,1,740000
5195,3,1,11204,1,600,1,512500
5196,3,1,11204,1,2208,1,900000
5197,3,1,11204,1,1881,1,999900
5198,3,1,11204,1,2353,1,888000
5199,3,1,11204,1,1312,1,725000
5200,3,1,11204,1,1020,1,722000
5201,3,1,11204,1,1020,1,735000
5202,3,1,11204,1,1020,1,680000
5203,3,1,11204,1,1600,1,938000
5204,3,1,11204,1,1378,1,308202
5205,3,1,11204,1,1551,1,750000
5206,3,1,11228,1,1838,1,1350000
5207,3,1,11204,1,1122,1,745000
5208,3,1,11204,1,1110,1,850000
5209,3,1,11204,1,1180,1,858000
5210,3,1,11204,1,1122,1,735000
5211,3,1,11204,1,1212,1,735000
5212,3,1,11204,1,1122,1,725000
5213,3,1,11204,1,1800,1,929000
5214,3,1,11204,1,1030,1,697000
5215,3,1,11204,1,1030,1,730000
5216,3,1,11204,1,1036,1,710000
5217,3,1,11204,1,986,1,700000
5218,3,1,11204,1,2200,1,1650000
5219,3,1,11204,1,1056,1,660000
5220,3,1,11204,1,2550,1,1559000
5221,3,1,11228,1,1194,1,378678
