,borouch,building category,zipCode,residental units,gross square,taxClass,sale price
2072,2,1,10463,1,2613,1,404714
2073,2,1,10468,2,1926,1,240000
2074,2,1,10468,2,3050,1,220000
2075,2,1,10468,2,2268,1,525000
2076,2,1,10468,2,3498,1,510000
2077,2,1,10453,2,3404,1,375000
2078,2,1,10453,2,3168,1,422000
2079,2,1,10453,2,2130,1,417375
2080,2,1,10453,2,3542,1,660000
2081,2,1,10453,2,2680,1,490000
2082,2,1,10453,2,2680,1,470000
2083,2,1,10468,2,2352,1,304000
2084,2,1,10463,2,2200,1,380000
2085,2,1,10463,2,2109,1,295000
2086,2,1,10463,2,2399,1,580000
2087,2,1,10453,3,3000,1,438712
2088,2,1,10453,3,1845,1,303000
2089,2,1,10468,3,3819,1,145000
2090,2,1,10468,3,4240,1,567500
2091,2,1,10453,3,4271,1,345000
2092,2,1,10453,3,3473,1,175500
2093,2,5,10468,22,20000,2,3580000
2094,2,5,10468,20,21600,2,3660000
2095,2,5,10453,33,32050,2,6850000
2096,2,5,10453,21,25500,2,5450000
2097,2,5,10468,46,46655,2,8298000
2098,2,5,10468,24,21385,2,4650000
2099,2,5,10468,15,11800,2,2350000
2100,2,5,10468,27,23636,2,4450000
2101,2,5,10468,24,26556,2,14900000
2102,2,5,10453,5,3264,2,740000
2103,2,5,10468,54,58212,2,8450000
2104,2,5,10463,37,39150,2,5500000
2105,2,7,10468,0,8927,4,6475000
2106,2,7,10453,0,2103,4,800000
2107,2,7,10468,0,235297,4,110000000
2108,2,1,10463,1,2226,1,600000
2109,2,1,10468,1,800,1,410000
2110,2,1,10468,1,2446,1,590000
2111,2,1,10463,1,1490,1,330000
2112,2,1,10468,1,2000,1,825000
2113,2,1,10463,1,2053,1,400000
2114,2,1,10463,1,2053,1,555000
2115,2,1,10463,1,948,1,315000
2116,2,1,10463,1,1430,1,565000
2117,2,1,10463,1,1276,1,137000
2118,2,1,10463,1,2310,1,485000
2119,2,1,10463,1,1360,1,548000
2120,2,1,10463,1,2292,1,600000
2121,2,1,10463,1,1920,1,675000
2122,2,1,10463,1,1782,1,572000
2123,2,1,10463,1,2200,1,525000
2124,2,1,10463,1,3574,1,537750
2125,2,1,10463,1,1978,1,715000
2126,2,1,10471,1,1144,1,630000
2127,2,1,10468,2,3526,1,400000
2128,2,1,10468,2,1600,1,510000
2129,2,1,10468,2,1600,1,447000
2130,2,1,10468,2,2030,1,625000
2131,2,1,10468,2,2838,1,575000
2132,2,1,10468,2,2838,1,285000
2133,2,1,10463,2,2808,1,995000
2134,2,1,10463,2,2440,1,715000
2135,2,1,10463,2,2440,1,335000
2136,2,1,10463,2,3927,1,640000
2137,2,1,10463,2,2700,1,225000
2138,2,1,10463,2,2000,1,585000
2139,2,1,10463,2,1782,1,500000
2140,2,1,10463,2,1995,1,650000
2141,2,1,10463,2,1920,1,510500
2142,2,1,10463,2,3350,1,725000
2143,2,1,10463,2,1899,1,570000
2144,2,1,10463,2,2457,1,225000
2145,2,1,10463,2,2080,1,485000
2146,2,1,10463,2,2860,1,815000
2147,2,1,10463,2,3319,1,720000
2148,2,1,10468,3,4200,1,460000
2149,2,1,10468,3,3204,1,319410
2150,2,1,10468,3,2932,1,625000
2151,2,1,10463,3,3111,1,605000
2152,2,1,10463,3,3111,1,525050
2153,2,1,10463,3,2437,1,880000
2154,2,1,10463,3,3350,1,669405
2155,2,1,10463,3,3350,1,285000
2156,2,5,10468,62,58800,2,14000000
2157,2,5,10468,4,5900,2,1300000
2158,2,5,10463,89,79630,2,20000000
2159,2,5,10463,5,4180,2,2190000
2160,2,5,10463,79,86500,2,13500000
2161,2,5,10463,83,68460,2,14000000
2162,2,5,10463,63,43370,2,2295000
2163,2,6,10463,78,77760,2,288381
2164,2,7,10463,0,1125,4,565000
2165,2,7,10471,0,2809,4,2000000
2166,2,7,10463,0,9075,4,917844
2167,2,8,10463,10,5847,4,1850000
2168,2,1,10451,1,1984,1,250000
2169,2,1,10451,1,1920,1,540000
2170,2,1,10451,1,2232,1,435000
2171,2,1,10451,1,2232,1,555000
2172,2,1,10451,1,2075,1,470000
2173,2,1,10456,1,1312,1,262500
2174,2,1,10455,2,2076,1,375000
2175,2,1,10455,2,1680,1,344683
2176,2,1,10455,2,1960,1,312000
2177,2,1,10451,2,1964,1,549000
2178,2,1,10451,2,2000,1,439000
2179,2,1,10456,2,1600,1,156200
2180,2,1,10456,2,2442,1,395000
2181,2,1,10456,2,3733,1,324000
2182,2,1,10456,2,2730,1,450000
2183,2,1,10456,2,3382,1,600000
2184,2,1,10456,2,2576,1,335000
2185,2,1,10456,2,2576,1,120000
2186,2,1,10456,2,2994,1,562500
2187,2,1,10456,2,2142,1,266000
2188,2,1,10456,2,2210,1,321000
2189,2,1,10452,2,2468,1,550000
2190,2,1,10456,2,2140,1,549000
2191,2,1,10456,2,2838,1,470000
2192,2,1,10456,2,1312,1,419192
2193,2,1,10456,2,2024,1,570000
2194,2,1,10456,2,2048,1,260000
2195,2,1,10456,2,2048,1,220000
2196,2,1,10456,2,3085,1,450000
2197,2,1,10456,2,3085,1,300000
2198,2,1,10456,2,2662,1,308700
2199,2,1,10456,2,1800,1,271000
2200,2,1,10456,2,1528,1,375000
2201,2,1,10456,2,2376,1,390000
2202,2,1,10451,3,3181,1,730000
2203,2,1,10455,3,3375,1,700000
2204,2,1,10455,3,3375,1,700000
2205,2,1,10451,3,3168,1,300000
2206,2,1,10451,3,2880,1,685000
2207,2,1,10451,3,4020,1,875000
2208,2,1,10456,3,3396,1,400000
2209,2,1,10456,3,3261,1,280000
2210,2,1,10456,3,3261,1,730000
2211,2,1,10456,3,3354,1,680000
2212,2,1,10456,3,3708,1,485000
2213,2,1,10456,3,3708,1,665000
2214,2,1,10456,3,3708,1,650000
2215,2,1,10456,3,3204,1,645000
2216,2,1,10456,3,3300,1,675000
2217,2,1,10456,3,1800,1,465000
2218,2,1,10456,3,3972,1,101500
2219,2,1,10456,3,3705,1,580000
2220,2,1,10456,3,3104,1,630000
2221,2,1,10452,3,3150,1,335000
2222,2,1,10456,3,4002,1,445000
2223,2,1,10456,3,2394,1,490000
2224,2,1,10456,3,1984,1,510000
2225,2,1,10456,3,2304,1,195000
2226,2,5,10451,22,17100,2,5160000
2227,2,5,10455,25,16742,2,3650000
2228,2,5,10451,17,10587,2,2738650
2229,2,5,10456,11,10980,2,1140000
2230,2,5,10456,11,10980,2,2627233
2231,2,5,10456,13,13614,2,5259736
2232,2,5,10456,12,11345,2,3825263
2233,2,5,10456,12,12960,2,9292249
2234,2,5,10456,42,27805,2,7571300
2235,2,5,10456,29,25925,2,5750000
2236,2,5,10456,5,2600,2,715000
2237,2,5,10456,6,5832,2,500000
2238,2,5,10456,6,5832,2,1000000
2239,2,5,10456,9,8400,2,1350000
2240,2,5,10456,47,33847,2,5650000
2241,2,5,10456,40,42750,2,6810000
2242,2,5,10456,31,28695,2,5200000
2243,2,5,10456,6,6048,2,750000
2244,2,5,10452,68,45235,2,10000000
2245,2,5,10451,498,547382,2,78137536
2246,2,5,10456,37,34970,2,5500000
2247,2,5,10451,81,122800,2,28000000
2248,2,5,10451,62,77050,2,12383705
2249,2,7,10451,0,29130,4,5700000
2250,2,7,10451,0,4250,4,2680000
2251,2,7,10455,0,500,4,270000
2252,2,7,10456,0,28956,4,2000000
2253,2,7,10451,0,1680,4,3295000
2254,2,7,10456,0,214370,4,17500000
2255,2,9,10455,0,6960,4,556800
2256,2,1,10462,1,1948,1,350000
2257,2,1,10462,1,1300,1,339000
2258,2,1,10462,1,1432,1,499000
2259,2,1,10462,1,1080,1,225000
2260,2,1,10462,1,1528,1,210000
2261,2,1,10462,1,1648,1,450000
2262,2,1,10462,1,1152,1,360000
2263,2,1,10461,1,1442,1,540000
2264,2,1,10461,1,1340,1,549000
2265,2,1,10461,1,1176,1,420000
2266,2,1,10462,1,1512,1,480000
2267,2,1,10462,1,1330,1,397000
2268,2,1,10462,1,1122,1,444000
2269,2,1,10462,1,1881,1,410000
2270,2,1,10462,1,1666,1,515000
2271,2,1,10461,1,1400,1,311250
2272,2,1,10461,1,1513,1,510000
2273,2,1,10461,1,1309,1,400000
2274,2,1,10461,1,1426,1,547000
2275,2,1,10461,1,1404,1,489850
2276,2,1,10461,1,1676,1,430000
2277,2,1,10461,1,2210,1,457500
2278,2,1,10461,1,1400,1,400000
2279,2,1,10461,1,1476,1,550000
2280,2,1,10461,1,1584,1,395000
2281,2,1,10461,1,1396,1,393000
2282,2,1,10462,1,1791,1,435888
2283,2,1,10461,1,1656,1,460000
2284,2,1,10461,1,1408,1,390000
2285,2,1,10461,1,1800,1,200000
2286,2,1,10461,1,1161,1,500000
2287,2,1,10461,1,1782,1,465000
2288,2,1,10461,1,1813,1,590000
2289,2,1,10461,1,1744,1,500000
2290,2,1,10461,1,1656,1,539500
2291,2,1,10462,1,1120,1,389000
2292,2,1,10462,1,1120,1,205000
2293,2,1,10462,1,1224,1,385219
2294,2,1,10462,1,2802,1,630000
2295,2,1,10462,1,1580,1,427500
2296,2,1,10462,1,1870,1,520000
2297,2,1,10461,1,1971,1,540000
2298,2,1,10461,1,1480,1,560000
2299,2,1,10461,1,1821,1,483000
2300,2,1,10461,1,1520,1,480000
2301,2,1,10462,1,1224,1,480000
2302,2,1,10462,2,2205,1,325000
2303,2,1,10462,2,2268,1,490000
2304,2,1,10462,2,1622,1,530000
2305,2,1,10462,2,1962,1,480000
2306,2,1,10462,2,2128,1,595000
2307,2,1,10462,2,1900,1,589000
2308,2,1,10462,2,1872,1,465000
2309,2,1,10462,2,1594,1,395000
2310,2,1,10462,2,1800,1,446160
2311,2,1,10462,2,2175,1,460000
2312,2,1,10462,2,2868,1,629134
2313,2,1,10462,2,2448,1,520000
2314,2,1,10462,2,2146,1,350000
2315,2,1,10462,2,2620,1,470000
2316,2,1,10462,2,1980,1,580000
2317,2,1,10462,2,1512,1,550000
2318,2,1,10462,2,1752,1,470000
2319,2,1,10462,2,2096,1,530000
2320,2,1,10462,2,2852,1,542500
2321,2,1,10462,2,2705,1,380000
2322,2,1,10462,2,2172,1,565000
2323,2,1,10461,2,2136,1,620000
2324,2,1,10462,2,1836,1,450000
2325,2,1,10462,2,1836,1,267000
2326,2,1,10461,2,1970,1,620000
2327,2,1,10462,2,2268,1,480000
2328,2,1,10462,2,1953,1,485000
2329,2,1,10462,2,1312,1,422000
2330,2,1,10462,2,1312,1,381000
2331,2,1,10462,2,1750,1,396000
2332,2,1,10462,2,2750,1,645000
2333,2,1,10462,2,1815,1,455000
2334,2,1,10462,2,1920,1,506000
2335,2,1,10462,2,1440,1,430000
2336,2,1,10462,2,1370,1,475000
2337,2,1,10462,2,1906,1,655000
2338,2,1,10462,2,2420,1,545000
2339,2,1,10462,2,2530,1,600000
2340,2,1,10462,2,2530,1,425000
2341,2,1,10462,2,2322,1,507000
2342,2,1,10462,2,960,1,346500
2343,2,1,10461,2,2200,1,460000
2344,2,1,10462,2,1800,1,575000
2345,2,1,10462,2,1805,1,550000
2346,2,1,10461,2,1460,1,570000
2347,2,1,10461,2,2576,1,645000
2348,2,1,10461,2,1557,1,445000
2349,2,1,10461,2,3753,1,773000
2350,2,1,10461,2,3753,1,725000
2351,2,1,10461,2,2432,1,305500
2352,2,1,10461,2,1160,1,612000
2353,2,1,10461,2,1460,1,520000
2354,2,1,10461,2,1512,1,525000
2355,2,1,10461,2,3274,1,755000
2356,2,1,10461,2,1672,1,525000
2357,2,1,10462,2,2200,1,585000
2358,2,1,10462,2,1496,1,505000
2359,2,1,10462,2,1496,1,265000
2360,2,1,10462,2,2242,1,420000
2361,2,1,10461,2,2120,1,635000
2362,2,1,10461,2,1782,1,485000
2363,2,1,10461,2,1782,1,465000
2364,2,1,10461,2,1782,1,485000
2365,2,1,10461,2,1641,1,570000
2366,2,1,10461,2,2075,1,518000
2367,2,1,10461,2,2020,1,715000
2368,2,1,10461,2,1851,1,710000
2369,2,1,10462,2,2910,1,490000
2370,2,1,10462,2,1640,1,370110
2371,2,1,10462,2,1476,1,600000
2372,2,1,10462,2,1673,1,320000
2373,2,1,10462,2,2702,1,600000
2374,2,1,10462,2,2000,1,640000
2375,2,1,10462,2,2000,1,580000
2376,2,1,10462,2,2187,1,565000
2377,2,1,10462,2,2905,1,670000
2378,2,1,10461,2,2448,1,350000
2379,2,1,10461,2,1722,1,568750
2380,2,1,10461,2,2627,1,579500
2381,2,1,10461,2,2400,1,691000
2382,2,1,10461,2,2400,1,650000
2383,2,1,10461,2,2142,1,560000
2384,2,1,10461,2,1881,1,480000
2385,2,1,10461,2,2405,1,655000
2386,2,1,10462,2,1516,1,475000
2387,2,1,10462,2,2100,1,505000
2388,2,1,10462,3,2400,1,430500
2389,2,1,10462,3,2400,1,883901
2390,2,1,10462,3,2880,1,457314
2391,2,1,10462,3,1808,1,500000
2392,2,1,10462,3,3696,1,610000
2393,2,1,10462,3,3024,1,630000
2394,2,1,10462,3,3222,1,680000
2395,2,1,10462,3,3960,1,642500
2396,2,1,10462,3,2094,1,669000
2397,2,1,10462,3,2702,1,570000
2398,2,1,10462,3,2194,1,450000
2399,2,1,10462,3,2552,1,515000
2400,2,1,10462,3,2184,1,515000
2401,2,1,10461,3,2979,1,600000
2402,2,1,10461,3,2970,1,610950
2403,2,1,10462,3,3228,1,545000
2404,2,1,10462,3,3433,1,550000
2405,2,1,10462,3,2920,1,725000
2406,2,1,10462,3,2970,1,375000
2407,2,1,10461,3,2796,1,669000
2408,2,1,10461,3,2592,1,600000
2409,2,1,10462,3,2940,1,665000
2410,2,1,10461,3,2156,1,725000
2411,2,1,10461,3,3025,1,670000
2412,2,1,10462,3,2944,1,575000
2413,2,1,10462,3,2994,1,605000
2414,2,1,10461,3,3250,1,642600
2415,2,5,10462,4,2500,2,675000
2416,2,5,10462,8,6384,2,1020000
2417,2,5,10461,5,3276,2,776400
2418,2,5,10462,4,3520,2,759000
2419,2,5,10461,4,3402,2,510000
2420,2,5,10462,4,4200,2,850000
2421,2,5,10462,6,10938,2,7540000
2422,2,5,10462,3,4600,2,575000
2423,2,7,10461,0,2160,4,705000
2424,2,7,10462,0,1200,4,425000
2425,2,9,10462,0,2572,4,700000
2426,2,1,10456,1,1152,1,370000
2427,2,1,10456,1,1826,1,316356
2428,2,1,10456,1,2268,1,12303058
2429,2,1,10456,1,2268,1,1130000
2430,2,1,10455,1,1577,1,449000
2431,2,1,10456,1,1152,1,349000
2432,2,1,10456,1,1068,1,225000
2433,2,1,10456,1,1339,1,246000
2434,2,1,10456,1,1224,1,325300
2435,2,1,10456,1,1686,1,430000
2436,2,1,10456,1,1320,1,345000
2437,2,1,10456,1,1459,1,257000
2438,2,1,10459,1,1152,1,360000
2439,2,1,10459,1,1760,1,399000
2440,2,1,10459,1,1980,1,350000
2441,2,1,10459,1,1386,1,347000
2442,2,1,10459,1,1386,1,288400
2443,2,1,10459,1,1386,1,349000
2444,2,1,10459,1,1500,1,415000
2445,2,1,10459,1,1980,1,250000
2446,2,1,10459,1,1292,1,250000
2447,2,1,10459,1,1842,1,187354
2448,2,1,10456,1,1736,1,302172
2449,2,1,10459,1,1152,1,335000
2450,2,1,10459,1,1152,1,320000
2451,2,1,10459,1,1518,1,469487
2452,2,1,10459,1,1800,1,390000
2453,2,1,10459,1,1500,1,243360
2454,2,1,10460,1,2112,1,451000
2455,2,1,10456,2,1096,1,317000
2456,2,1,10451,2,3700,1,1070000
2457,2,1,10456,2,2706,1,280000
2458,2,1,10456,2,3105,1,406350
2459,2,1,10456,2,1956,1,703101
2460,2,1,10455,2,2112,1,276000
2461,2,1,10455,2,2280,1,495000
2462,2,1,10455,2,2925,1,485000
2463,2,1,10455,2,2463,1,525000
2464,2,1,10456,2,2655,1,250000
2465,2,1,10456,2,2280,1,216637
2466,2,1,10456,2,3300,1,390000
2467,2,1,10456,2,2926,1,600000
2468,2,1,10456,2,2160,1,300000
2469,2,1,10456,2,2160,1,230000
2470,2,1,10455,2,2442,1,515000
2471,2,1,10459,2,3794,1,350000
2472,2,1,10455,2,2340,1,535000
2473,2,1,10455,2,2340,1,577000
2474,2,1,10455,2,2340,1,530000
2475,2,1,10455,2,2340,1,538000
2476,2,1,10459,2,1706,1,505000
2477,2,1,10459,2,2520,1,200000
2478,2,1,10459,2,2010,1,549000
2479,2,1,10459,2,2010,1,178000
2480,2,1,10459,2,1680,1,640000
2481,2,1,10459,2,2400,1,450000
2482,2,1,10459,2,1840,1,435000
2483,2,1,10459,2,2280,1,535000
2484,2,1,10459,2,2655,1,575000
2485,2,1,10459,2,1266,1,425000
2486,2,1,10459,2,2400,1,550000
2487,2,1,10459,2,2700,1,435000
2488,2,1,10459,2,2160,1,328212
2489,2,1,10459,2,2100,1,460000
2490,2,1,10456,2,2106,1,515000
2491,2,1,10456,2,4500,1,660000
2492,2,1,10456,2,2076,1,230000
2493,2,1,10459,2,1700,1,410000
2494,2,1,10459,2,2276,1,355000
2495,2,1,10459,2,2306,1,275000
2496,2,1,10459,2,2520,1,330000
2497,2,1,10459,2,2016,1,323000
2498,2,1,10459,2,1437,1,264000
2499,2,1,10459,2,2000,1,437750
2500,2,1,10459,2,2391,1,454950
2501,2,1,10459,2,1240,1,237100
2502,2,1,10459,2,2100,1,235000
2503,2,1,10451,3,3036,1,525000
2504,2,1,10455,3,2970,1,450000
2505,2,1,10455,3,3285,1,525000
2506,2,1,10456,3,3375,1,380000
2507,2,1,10456,3,2732,1,650000
2508,2,1,10456,3,3450,1,410000
2509,2,1,10456,3,2850,1,330000
2510,2,1,10456,3,2796,1,455000
2511,2,1,10456,3,3840,1,530000
2512,2,1,10456,3,3550,1,695000
2513,2,1,10459,3,2652,1,380000
2514,2,1,10456,3,2241,1,550000
2515,2,1,10456,3,3550,1,700000
2516,2,1,10459,3,3750,1,465000
2517,2,1,10459,3,3552,1,315000
2518,2,1,10459,3,3090,1,375180
2519,2,1,10459,3,3096,1,440000
2520,2,1,10459,3,3000,1,740000
2521,2,1,10459,3,2856,1,550000
2522,2,1,10459,3,2856,1,500000
2523,2,1,10459,3,2692,1,710000
2524,2,1,10459,3,3312,1,700000
2525,2,1,10459,3,3312,1,350000
2526,2,1,10459,3,2001,1,650000
2527,2,1,10459,3,4816,1,487000
2528,2,1,10455,3,3324,1,690000
2529,2,1,10459,3,3102,1,600000
2530,2,1,10459,3,3024,1,605000
2531,2,1,10459,3,3024,1,620000
2532,2,1,10459,3,3051,1,440000
2533,2,1,10459,3,3814,1,280000
2534,2,1,10459,3,3087,1,466440
2535,2,1,10459,3,3600,1,323000
2536,2,1,10459,3,3148,1,630000
2537,2,1,10459,3,3360,1,600000
2538,2,1,10459,3,3156,1,550000
2539,2,1,10456,3,1989,1,295000
2540,2,1,10456,3,3900,1,295000
2541,2,1,10459,3,3564,1,633000
2542,2,1,10459,3,3604,1,600000
2543,2,1,10459,3,3102,1,675000
2544,2,1,10459,3,2790,1,445000
2545,2,1,10459,3,3197,1,568560
2546,2,1,10459,3,3024,1,525000
2547,2,1,10459,3,3096,1,525000
2548,2,1,10459,3,3750,1,640000
2549,2,1,10459,3,3240,1,500000
2550,2,1,10459,3,3240,1,200000
2551,2,1,10459,3,2832,1,480000
2552,2,1,10459,3,3348,1,266600
2553,2,1,10459,3,3024,1,592000
2554,2,1,10459,3,1938,1,370000
2555,2,1,10459,3,3900,1,636000
2556,2,1,10459,3,1454,1,179000
2557,2,5,10451,10,8855,2,1615228
2558,2,5,10456,21,21816,2,4752467
2559,2,5,10451,26,12900,2,4400000
2560,2,5,10451,10,7800,2,1400000
2561,2,5,10456,8,6400,2,1260000
2562,2,5,10456,37,33055,2,7000000
2563,2,5,10456,9,8068,2,1800000
2564,2,5,10456,4,4600,2,747500
2565,2,5,10459,4,3654,2,301600
2566,2,5,10459,15,14250,2,1881998
2567,2,5,10459,15,14120,2,2396480
2568,2,5,10459,20,16800,2,2690374
2569,2,5,10459,20,16800,2,2670472
2570,2,5,10459,15,16800,2,2260672
2571,2,5,10455,4,4480,2,825000
2572,2,5,10455,4,3610,2,880000
2573,2,5,10459,4,3120,2,540000
2574,2,5,10459,27,29700,2,6200000
2575,2,5,10459,41,38237,2,6250000
2576,2,5,10459,6,3663,2,935000
2577,2,5,10459,7,5436,2,750000
2578,2,5,10459,8,5696,2,1555000
2579,2,5,10459,4,3318,2,625000
2580,2,5,10459,4,3318,2,575000
2581,2,5,10459,4,3318,2,650000
2582,2,5,10459,4,3200,2,545000
2583,2,5,10456,9,8137,2,840000
2584,2,5,10456,32,30080,2,3975000
2585,2,5,10459,15,20500,2,2950000
2586,2,5,10459,5,2000,2,100000
2587,2,5,10456,56,68722,2,12000000
2588,2,5,10456,56,59814,2,8800000
2589,2,5,10455,5,3444,2,710000
2590,2,5,10456,2,3150,2,300000
2591,2,5,10459,2,4200,2,400000
2592,2,5,10459,6,8040,2,1000000
2593,2,5,10459,5,3300,2,500000
2594,2,7,10455,0,7500,4,2000000
2595,2,7,10455,0,28500,4,3000000
2596,2,7,10459,0,3500,4,1030000
2597,2,7,10459,0,3500,4,285000
2598,2,7,10459,0,5000,4,2000000
2599,2,7,10459,0,30840,4,5700000
2600,2,7,10456,0,69672,4,9000000
2601,2,7,10459,0,9000,4,2000000
2602,2,7,10459,0,20824,4,3700000
2603,2,7,10456,0,22825,4,4500000
2604,2,7,10456,0,7600,4,1133275
2605,2,7,10456,0,1250,4,355000
2606,2,7,10459,0,2049,4,250000
2607,2,7,10459,0,17992,4,5000000
2608,2,7,10456,0,2885,4,930000
2609,2,7,10455,0,24550,4,3200000
2610,2,7,10456,0,62500,4,9950000
2611,2,7,10455,0,2610,4,975000
2612,2,8,10459,0,20000,4,3259250
2613,2,3,10451,0,61187,4,16000000
2614,2,1,10454,1,2380,1,500000
2615,2,1,10454,1,1680,1,795000
2616,2,1,10454,1,2059,1,835000
2617,2,1,10454,1,2400,1,525000
2618,2,1,10454,1,2400,1,720000
2619,2,1,10454,1,2400,1,414000
2620,2,1,10454,1,2112,1,588000
2621,2,1,10454,1,2376,1,585000
2622,2,1,10454,1,2508,1,445000
2623,2,1,10454,1,1672,1,540000
2624,2,1,10454,1,1672,1,450000
2625,2,1,10454,1,1428,1,685000
2626,2,1,10454,1,2112,1,326500
2627,2,1,10454,1,1840,1,320000
2628,2,1,10455,1,1560,1,1100000
2629,2,1,10454,2,2160,1,565000
2630,2,1,10454,2,2310,1,483668
2631,2,1,10454,2,2679,1,640000
2632,2,1,10454,2,2280,1,335000
2633,2,1,10454,2,2280,1,510000
2634,2,1,10454,2,2280,1,549000
2635,2,1,10454,2,2280,1,410036
2636,2,1,10455,2,2000,1,500000
2637,2,1,10455,2,2000,1,590000
2638,2,1,10454,2,2000,1,491000
2639,2,1,10454,2,2724,1,959000
2640,2,1,10454,2,2280,1,525000
2641,2,1,10454,2,2340,1,490000
2642,2,1,10454,2,1650,1,425000
2643,2,1,10455,2,1000,1,750000
2644,2,1,10455,2,1449,1,418000
2645,2,1,10454,2,1392,1,275000
2646,2,1,10455,2,2106,1,900000
2647,2,1,10455,3,1440,1,350000
2648,2,1,10454,3,3120,1,528000
2649,2,1,10454,3,3120,1,570000
2650,2,1,10454,3,2700,1,700000
2651,2,1,10454,3,2700,1,680000
2652,2,1,10454,3,2724,1,519307
2653,2,1,10454,3,2148,1,530000
2654,2,1,10455,3,2550,1,381000
2655,2,1,10455,3,2088,1,600000
2656,2,5,10454,12,11500,2,2645000
2657,2,5,10454,7,6628,2,1425000
2658,2,5,10454,8,9293,2,2100000
2659,2,5,10454,8,9370,2,1200000
2660,2,5,10454,8,7800,2,1450000
2661,2,5,10454,16,7800,2,2100000
2662,2,5,10454,4,5120,2,1530000
2663,2,5,10454,12,8365,2,1700000
2664,2,5,10454,13,14100,2,3650000
2665,2,5,10454,10,9820,2,1232030
2666,2,5,10454,14,14364,2,2597252
2667,2,5,10454,20,13975,2,4025000
2668,2,5,10454,6,3900,2,1000000
2669,2,5,10454,20,13780,2,3416385
2670,2,5,10454,19,18640,2,5750000
2671,2,5,10454,12,9172,2,1400000
2672,2,5,10454,6,7394,2,1150000
2673,2,5,10454,4,5120,2,950000
2674,2,5,10454,4,5900,2,2600000
2675,2,5,10451,6,7212,2,1350000
2676,2,7,10455,0,2034,4,2582000
2677,2,7,10455,0,33150,4,17500000
2678,2,7,10454,0,2500,4,661000
2679,2,7,10455,0,1786,4,3618000
2680,2,7,10454,2,6386,4,2400000
2681,2,7,10451,0,9200,4,2400000
2682,2,7,10454,0,7285,4,2075000
2683,2,7,10454,0,25000,4,7000000
2684,2,7,10451,0,39426,4,17000000
2685,2,7,10451,0,5185,4,800000
2686,2,7,10451,0,31281,4,5000000
2687,2,7,10451,0,48952,4,11000000
2688,2,7,10454,0,59829,4,700000
2689,2,7,10454,0,5000,4,2350000
2690,2,7,10455,0,9926,4,1235000
2691,2,7,10451,0,2507,4,750000
2692,2,7,10454,0,3378,4,3500000
2693,2,7,10454,0,1650,4,825000
2694,2,7,10451,0,10000,4,5600000
2695,2,7,10451,0,8993,4,5000000
2696,2,7,10454,0,88000,4,19086600
2697,2,7,10454,0,10690,4,8524937
2698,2,9,10454,0,2250,4,275000
2699,2,8,10454,0,16656,4,5016310
2700,2,1,10457,1,1450,1,580000
2701,2,1,10457,1,1450,1,205000
2702,2,1,10453,1,2631,1,425000
2703,2,1,10457,1,2178,1,725000
2704,2,1,10457,1,1606,1,368000
2705,2,1,10453,1,1516,1,353000
2706,2,1,10457,1,1261,1,495000
2707,2,1,10457,2,3150,1,599000
2708,2,1,10457,2,2215,1,610000
2709,2,1,10457,2,1830,1,430000
2710,2,1,10453,2,3192,1,499999
2711,2,1,10457,2,4832,1,575000
2712,2,1,10457,2,3653,1,545000
2713,2,1,10457,2,2310,1,650000
2714,2,1,10457,2,4290,1,339150
2715,2,1,10457,2,1764,1,250000
2716,2,1,10453,2,1692,1,475000
2717,2,1,10453,2,3000,1,565000
2718,2,1,10453,2,4032,1,600000
2719,2,1,10453,2,4032,1,352000
2720,2,1,10457,2,1469,1,555000
2721,2,1,10457,3,3102,1,678000
2722,2,1,10457,3,1725,1,493000
2723,2,1,10457,3,2898,1,410000
2724,2,1,10457,3,2640,1,740000
2725,2,1,10457,3,4494,1,764500
2726,2,1,10457,3,3474,1,390101
2727,2,1,10457,3,3300,1,585000
2728,2,1,10457,3,3008,1,585000
2729,2,1,10457,3,2134,1,1850000
2730,2,1,10453,3,3600,1,395000
2731,2,1,10453,3,3132,1,400000
2732,2,1,10453,3,3432,1,140000
2733,2,1,10453,3,3432,1,445000
2734,2,1,10453,3,3900,1,650000
2735,2,1,10453,3,3420,1,745000
2736,2,1,10457,3,3100,1,540000
2737,2,5,10457,27,17900,2,4700000
2738,2,5,10457,43,38000,2,6240000
2739,2,5,10452,38,36948,2,5726700
2740,2,5,10453,56,45310,2,19100000
2741,2,5,10457,50,44000,2,7720000
2742,2,5,10457,40,41269,2,7450000
2743,2,5,10457,31,21600,2,4940000
2744,2,5,10457,222,202418,2,38100000
2745,2,5,10453,99,88227,2,26000000
2746,2,5,10456,3,4725,2,775000
2747,2,5,10457,4,5679,2,1265000
2748,2,5,10457,6,12160,2,1264000
2749,2,5,10457,6,12160,2,1150000
2750,2,5,10457,2,4506,2,998000
2751,2,7,10453,0,10300,4,2000000
2752,2,1,10460,1,1614,1,449000
2753,2,1,10462,1,1665,1,325000
2754,2,1,10462,1,1673,1,335381
2755,2,1,10462,1,1918,1,266000
2756,2,1,10460,1,288,1,300000
2757,2,1,10460,2,3280,1,510000
2758,2,1,10460,2,3404,1,385000
2759,2,1,10460,2,3227,1,345000
2760,2,1,10460,2,1572,1,292032
2761,2,1,10460,2,1612,1,293240
2762,2,1,10462,2,2688,1,670000
